#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
dang@cogentee.coventry.ac.uk,1335278647.27,1335278970.75,323.4887321,0.00126695632935,0.00452303886414,1.56478500366,320.598552942,323.4887321
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
dang@cogentee.coventry.ac.uk,1335349348.97,1335349728.16,379.188708782,0.00140285491943,2.53982996941,6.45111894608,375.478676796,379.188708782
dang@cogentee.coventry.ac.uk,1335349728.16,1335350090.95,362.790998936,0.00146102905273,1.06870007515,5.71690511703,355.70778513,362.790998936
dang@cogentee.coventry.ac.uk,1335350090.95,1335350377.64,286.692256927,0.00148701667786,1.04591012001,2.57165193558,284.765599012,286.692256927
dang@cogentee.coventry.ac.uk,1335350377.64,1335350712.45,334.810400963,0.00145292282104,1.04567480087,3.29172301292,330.270555019,334.810400963
dang@cogentee.coventry.ac.uk,1335350717.92,1335351108.73,390.814496994,0.000850915908813,1.04291200638,2.63363981247,388.274515867,390.814496994
dang@cogentee.coventry.ac.uk,1335351108.73,1335351438.69,329.960878849,0.00143384933472,1.03957104683,2.57906699181,327.793285847,329.960878849
dang@cogentee.coventry.ac.uk,1335351438.69,1335351771.51,332.815871,0.00147223472595,1.04235005379,3.33960413933,330.737202168,332.815871
dang@cogentee.coventry.ac.uk,1335351771.51,1335352169.45,397.9436059,0.00147199630737,1.03797602654,2.59285593033,393.090517044,397.9436059
dang@cogentee.coventry.ac.uk,1335352177.95,1335352556.39,378.437870026,0.00127291679382,1.01339793205,2.76353788376,374.554383039,378.437870026
dang@cogentee.coventry.ac.uk,1335352556.39,1335352913.13,356.743136883,0.00149297714233,1.00704789162,12.6789879799,353.628294945,356.743136883
dang@cogentee.coventry.ac.uk,1335352913.13,1335353387.32,474.190519094,0.0014820098877,1.00263094902,2.4864320755,465.872221947,474.190519094
dang@cogentee.coventry.ac.uk,1335353387.32,1335353797.36,410.03990984,0.00133299827576,1.01396393776,4.36040687561,407.28549099,410.03990984
dang@cogentee.coventry.ac.uk,1335353805.92,1335354205.89,399.969216824,0.00125193595886,1.00419783592,3.33555388451,397.615957975,399.969216824
dang@cogentee.coventry.ac.uk,1335354205.89,1335354595.4,389.505311012,0.00149202346802,1.01180696487,2.57312393188,385.328631878,389.505311012
dang@cogentee.coventry.ac.uk,1335354595.4,1335355018.39,422.991503954,0.00157999992371,1.0010008812,2.60803699493,407.052248001,422.991503954
dang@cogentee.coventry.ac.uk,1335355018.39,1335355375.39,357.004612923,0.00159287452698,0.996202945709,3.73141789436,350.090712786,357.004612923
dang@cogentee.coventry.ac.uk,1335355383.98,1335355866.86,482.873407841,0.00129079818726,0.988191843033,4.03904891014,478.467942953,482.873407841
dang@cogentee.coventry.ac.uk,1335355866.86,1335356388.3,521.443918943,0.00154399871826,0.979202032089,10.9142849445,518.63289094,521.443918943
dang@cogentee.coventry.ac.uk,1335356388.3,1335356769.38,381.08378911,0.0014820098877,0.975505113602,2.49749803543,369.133156061,381.08378911
dang@cogentee.coventry.ac.uk,1335356769.39,1335357220.38,450.999459028,0.00155401229858,0.967212915421,2.62332296371,445.069645882,450.999459028
dang@cogentee.coventry.ac.uk,1335357230.98,1335357706.39,475.410054922,0.00130200386047,0.951587915421,2.600014925,468.475014925,475.410054922
dang@cogentee.coventry.ac.uk,1335357706.39,1335358197.39,490.999917984,0.00156807899475,0.951623916626,3.61614489555,487.170890093,490.999917984
dang@cogentee.coventry.ac.uk,1335358197.39,1335358783.14,585.745996952,0.00156188011169,0.947012901306,2.52827191353,576.093894005,585.745996952
dang@cogentee.coventry.ac.uk,1335358783.14,1335359484.39,701.253638983,0.00128388404846,0.929180860519,2.85728406906,694.043053865,701.253638983
dang@cogentee.coventry.ac.uk,1335359496.78,1335359916.84,420.058070898,0.00109004974365,0.942080974579,2.53633999825,398.673965931,420.058070898
dang@cogentee.coventry.ac.uk,1335359916.84,1335360417.39,500.548648119,0.00157499313354,0.966266155243,8.20981097221,494.612789154,500.548648119
dang@cogentee.coventry.ac.uk,1335360417.39,1335360820.03,402.638417959,0.00156998634338,0.943535804749,2.54580593109,397.053713799,402.638417959
dang@cogentee.coventry.ac.uk,1335360820.03,1335361405.39,585.361290932,0.00162386894226,0.936452865601,4.15806007385,579.408748865,585.361290932
dang@cogentee.coventry.ac.uk,1335361421.5,1335361997.49,575.989799976,0.00125908851624,0.926760911942,2.75763297081,566.932482958,575.989799976
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
dang@cogentee.coventry.ac.uk,1335362260.54,1335362769.38,508.848575115,0.00138401985168,0.00527811050415,1.55638289452,497.893709898,508.848575115
dang@cogentee.coventry.ac.uk,1335362769.39,1335363149.96,380.57673502,0.00154399871826,0.917218923569,2.76850485802,361.840046883,380.57673502
dang@cogentee.coventry.ac.uk,1335363149.96,1335363565.69,415.730386972,0.00151491165161,0.912499904633,3.1201479435,410.479034901,415.730386972
dang@cogentee.coventry.ac.uk,1335363565.69,1335363988.14,422.443615913,0.00157690048218,0.908747911453,5.12219595909,409.368131876,422.443615913
dang@cogentee.coventry.ac.uk,1335363998.01,1335364317.18,319.176680088,0.00155210494995,0.904371976852,2.75183916092,317.062725067,319.176680088
dang@cogentee.coventry.ac.uk,1335364317.18,1335364647.42,330.234601974,0.00149893760681,0.896566867828,2.42247986794,328.186455965,330.234601974
dang@cogentee.coventry.ac.uk,1335364647.42,1335364954.21,306.789745808,0.00152778625488,0.890125989914,2.43500995636,294.655387878,306.789745808
dang@cogentee.coventry.ac.uk,1335364954.21,1335365457.46,503.253806829,0.00147676467896,0.884807825089,2.43611192703,501.004354954,503.253806829
dang@cogentee.coventry.ac.uk,1335365483.93,1335365958.41,474.475261927,0.00125980377197,0.88232088089,2.63980197906,472.116638899,474.475261927
dang@cogentee.coventry.ac.uk,1335365958.41,1335366301.21,342.804614067,0.00151205062866,0.875252962112,2.38999414444,340.047518969,342.804614067
dang@cogentee.coventry.ac.uk,1335366301.21,1335366606.7,305.486551046,0.00150203704834,0.871181964874,4.00047588348,303.312766075,305.486551046
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
#URL,Start,End,Total,Fetch URL,Make Qry,Add Readings,Commit,Sync State
